pathway,SIM01_V1,SIM01_V2,SIM01_V3,SIM02_V1,SIM02_V2,SIM02_V3,SIM03_V2,SIM03_V3,SIM04_V1,SIM04_V2,SIM04_V3,SIM05_V1,SIM05_V2,SIM05_V3,SIM06_V1,SIM06_V2,SIM06_V3,SIM07_V1,SIM07_V2,SIM07_V3,SIM08_V1,SIM08_V2,SIM08_V3,SIM09_V1,SIM09_V2,SIM09_V3,SIM10_V1,SIM10_V2,SIM10_V3
EC:1.44.78.518,945.863,3317.298,1512.621,1220.783,8539.831,3847.239,8279.468,1990.797,4185.591,1980.423,6862.18,1254.498,4396.903,4197.098,2843.802,6179.535,3398.944,3501.227,2115.211,1238.618,112.139,1858.909,5700.129,1834.097,1785.66,2798.326,3385.339,267.251,2717.018
EC:3.65.56.861,2613.941,811.226,6807.479,3519.856,1035.263,7129.656,2850.169,2808.463,6672.433,4861.145,0,7156.392,2378.426,5503.843,4809.841,2650.439,2355.008,0,2843.175,3570.891,5650.841,7142.487,3173.692,4411.799,6521.763,6467.727,3195.2,3964.418,3445.334
EC:6.69.97.388,445.717,102.196,4820.586,3050.121,2793.881,473.009,0,4570.029,2666.474,2490.674,2565.89,2727.053,171.029,1452.754,1961.594,1375.051,1971.395,4865.343,2575.685,5969.682,0,1448.259,1992.395,5977.768,4976.443,4054.781,3502.225,0,0
EC:3.62.14.977,711.913,1469.219,5802.412,0,1896.455,1939.807,2475.376,3534.115,1327.564,3791.394,2569.426,1809.804,4462.324,4439.322,0,306.977,5535.283,1963.55,2038.609,21.562,4897.758,7928.403,6500.681,6094.377,2883.34,1023.668,3551.339,2732.433,3592.674
EC:2.83.73.737,6383.369,792.135,6728.879,4248.404,0,3544.472,5570.534,2331.006,3434.714,0,683.749,2643.173,4799.12,4889.518,0,6937.821,1653.595,2175.101,1177.855,1898.993,5360.804,3419.741,1383.587,0,3255.461,5625.24,3325.448,127.854,2548.485
EC:6.99.13.660,1584.041,3101.608,2660.042,1687.647,163.505,1444.166,3949.111,3675.852,1712.964,3681.628,3746.106,2290.328,1622.536,2341.752,6891.176,2665.146,5230.485,3295.671,2145.461,3422.797,4679.474,4925.442,3063.946,6166.497,3558.53,5333.223,1624.055,730.936,674.752
EC:1.56.83.902,3029.811,224.183,2724.209,6122.698,0,3081.692,1211.727,3161.211,2466.735,4206.342,0,2661.056,1818.334,3014.662,4817.225,2483.507,7813.268,16.617,3703.6,2724.533,3487.574,2134.474,4500.268,3001.053,3501.549,1870.547,2584.606,3716.549,3750.719
EC:6.49.25.480,3253.706,4688.255,2522.352,6218.831,5081.521,784.709,1346.227,4412.368,4362.32,3926.786,2592.565,2647.321,3332.114,419.135,1784.88,5058.499,435.668,0,5296.943,5048.739,187.353,4416.002,6430.134,1301.991,2626.697,0,4019.229,3576.506,1086.653
EC:4.27.39.953,4529.645,4018.66,5064.001,4190.159,2786.288,0,2454.577,0,3196.631,1898.142,3105.286,2850.75,758.369,1343.001,2460.204,3591.488,0,2876.216,3230.293,2558.82,5134.317,0,3311.739,3403.539,3426.795,2551.28,163.787,0,1887.381
EC:1.15.73.234,3723.822,564.727,2739.644,2596.62,4221.429,3046.968,3311.916,0,4965.413,5407.981,4211.594,0,2479.018,4330.766,2465.844,3627.904,4043.909,1073.924,5036.591,1739.761,3007.991,5244.593,2142.308,4328.717,4632.349,3807.694,2485.153,3835.188,4450.4
EC:2.65.57.70,832.696,1297.564,5521.01,282.734,2258.245,3527.778,4581.044,2595.301,4932.147,2508.522,0,2018.81,3723.605,0,4948.811,5191.317,4054.614,393.383,4176.198,7470.864,1788.667,758.35,4041.922,4845.233,4404.446,2033.887,385.111,4269.833,3924.141
EC:2.85.73.671,587.504,2402.549,0,2993.472,3830.004,6172.808,2971.485,3208.94,2072.752,4885.384,2810.153,970.337,0,807.53,2273.773,0,3712.538,3511.919,3242.523,1114.261,1086.512,2515.339,1326.459,4160.1,6952.435,3179.398,5308.606,1121.157,3644.968
EC:6.56.78.571,0,4312.223,2744.891,5771.139,13.168,2011.658,3139.654,4304.325,4220.135,1707.826,6732.44,4871.245,1082.663,2469.63,5325.38,5174.895,4387.02,5227.264,0,4725.825,3757.136,2792.115,1987.77,3435.69,2048.135,160.345,1904.902,3099.806,3928.764
EC:3.59.14.637,3263.914,954.867,1258.828,5087.361,4906.018,3679.077,4191.843,1949.477,3854.584,3029.461,4964.539,460.871,7208.458,0,1466.648,365.064,4265.556,6741.551,4161.623,5723.783,2309.676,0,7694.24,2882.367,3380.018,6384.732,4528.7,4542.445,4441.85
EC:3.35.18.824,2438.285,3138.95,3117.719,3021.722,1758.575,2869.138,3718.092,4714.846,2246.664,4060.184,2208.779,2322.622,4373.366,5117.646,4243.581,2327.408,2550.595,6098.106,3705.997,3727.992,0,1635.927,1778.784,5989.977,4079.831,4391.643,4623.511,2522.464,3536.763
EC:2.7.5.911,4871.977,0,3133.236,0,4290.386,3067.807,3889.887,4871.459,2453.923,559.947,1250.646,2300.352,4497.275,2219.902,2131.805,3094.352,1749.027,3076.73,5704.25,1663.345,6183.491,809.796,0,3100.364,5631.595,1957.298,3277.563,3370.179,4077.857
EC:5.5.68.768,4214.762,3709.425,3745.541,1193.907,7473.27,4106.02,711.669,2240.062,3014.662,1898.949,26.561,4788.308,3583.229,3638.314,3368.866,2437.547,1554.646,2742.916,5092.196,1270.165,370.965,646.897,0,4160.96,5336.259,8240.617,3950.949,2712.451,4582.81
EC:3.42.39.573,1487.69,4898.387,2109.32,763.642,1870.728,1858.998,6100.11,2739.227,0,3482.959,4029.633,5163.233,841.026,0,3590.738,7080.316,930.845,2637.505,602.489,3245.97,4173.223,4497.384,2011.222,3949.675,3666.774,2893.461,3105.326,1883.831,5243.55
EC:3.28.76.392,2529.894,7368.466,2461.71,5131.544,0,3488.656,3166.666,0,1803.057,3439.984,4271.811,513.857,1807.206,2865.879,0,1351.503,2251.926,2873.546,2941.822,1268.482,6485.686,2165.062,899.718,3015.446,3141.592,0,4610.641,1968.496,3829.658
EC:5.92.2.500,2881.983,1089.042,4525.96,4214.72,2178.268,750.014,422.125,1316.115,2962.246,4365.216,4105.77,6197.372,5091.173,3203.133,3817.246,6144.232,4126.966,284.126,1981.79,4612.673,4928.433,8940.587,3820.984,2668.022,3109.401,2841.958,4240.789,3536.151,2577.736
EC:2.75.55.912,814.884,397.324,0,5419.675,2920.082,4139.161,833.804,1395.377,0,1040.238,3451.503,2964.217,1189.956,114.374,1190.086,2722.76,0,1649.537,2031.488,2592.863,2494.002,4686.467,4902.727,2708.081,3987.47,5031.631,5061.578,5742.527,4110.904
EC:3.16.67.145,1156.235,3705.696,2428.056,3963.471,1573.269,5276.485,2536.276,0,2997.654,4379.443,3948.331,1846.263,1976.112,5337.164,3543.381,4706.903,5520.369,2891.011,3104.722,2384.38,4428.448,5920.616,1354.921,4561.594,4119.3,3855.723,0,3513.527,1521.517
EC:2.93.63.69,3443.474,5502.889,4001.954,1674.135,1655.513,0,5623.989,1026.634,1945.521,0,2441.127,709.306,1795.868,4158.568,3032.036,3619.809,3684.473,4332.207,7271.339,2104.611,1325.622,4686.302,3128.911,4655.592,3512.31,3258.492,3926.783,3214.743,813.831
EC:5.74.91.685,4213.486,2715.697,1340.276,3523.492,1686.367,2703.824,1101.643,4422.83,4238.261,5522.993,4539.927,2163.555,2722.526,3183.437,553.134,2102.885,2000.697,4981.644,2863.196,504.458,167.624,3683.511,2359.87,2431.852,1455.529,0,2013.896,4029.974,4263.694
